entity_id,Mineral,method,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MnO,MgO,NiO,CoO,CaO,Na2O,K2O,P2O5,Si,Ti,Al,Fe,Cr,Mn,Mg,Ni,Co,Ca,Na,K,P,O
31233,Amphibole,EMP,47.24000168,1.580000043,11.73999977,,,14.05000019,0.25,11.10999966,,,10.11999989,1.690000057,0.819999993,,,,,,,,,,,,,,,
31234,Amphibole,EMP,50.11000061,1.710000038,9.420000076,,,15.25,0.230000004,11.64999962,,,9.840000153,1.419999957,0.810000002,,,,,,,,,,,,,,,
31235,Amphibole,EMP,47.81000137,1.559999943,11.18999958,,,14.25,0.270000011,12.30000019,,,10.03999996,1.639999986,0.769999981,,,,,,,,,,,,,,,
31236,Amphibole,EMP,45.40999985,1.370000005,10.97000027,,,16.77000046,0.319999993,11.60000038,,,10.14000034,1.610000014,0.569999993,,,,,,,,,,,,,,,
31237,Amphibole,EMP,47.97000122,1.730000019,8.359999657,,,17.62999916,0.270000011,12.10000038,,,9.43999958,1.289999962,0.589999974,,,,,,,,,,,,,,,
31238,Amphibole,EMP,45.43000031,1.899999976,11.42000008,,,13.59000015,0.230000004,12.64000034,,,10.97000027,1.809999943,0.709999979,,,,,,,,,,,,,,,
31239,Amphibole,EMP,45.75999832,1.559999943,12.22999954,,,16.75,0.330000013,10.60999966,,,10.42000008,1.610000014,0.74000001,,,,,,,,,,,,,,,
31240,Amphibole,EMP,53.68000031,0.980000019,10.77000046,,,13.81000042,0.280000001,9.649999619,,,8.199999809,1.370000005,0.709999979,,,,,,,,,,,,,,,
31241,Amphibole,EMP,45.20000076,1.929999948,11.02999973,,,14.72999954,0.25999999,12.89999962,,,10.67000008,1.710000038,1.029999971,,,,,,,,,,,,,,,
31242,Amphibole,EMP,45.27000046,1.450000048,10.42000008,,,8.840000153,0.170000002,16.51000023,,,11.89999962,1.720000029,1.169999957,,,,,,,,,,,,,,,
31243,Amphibole,EMP,46.66999817,1.580000043,10.40999985,,,9.920000076,0.25,16.07999992,,,10.98999977,1.74000001,1.090000033,,,,,,,,,,,,,,,
31244,Amphibole,EMP,45.47000122,1.769999981,11.57999992,,,15.23999977,0.270000011,11.77000046,,,10.46000004,1.620000005,0.569999993,,,,,,,,,,,,,,,
31245,Amphibole,EMP,46.04999924,1.870000005,11.02999973,,,16.30999947,0.25,10.64999962,,,9.760000229,1.600000024,0.680000007,,,,,,,,,,,,,,,
31246,Amphibole,EMP,41.79999924,2.700000048,11,,,9.100000381,0.07,16,,,11.69999981,2.640000105,1.029999971,,,,,,,,,,,,,,,
31247,Amphibole,EMP,42.5,2.200000048,10.5,,,9.699999809,0.119999997,15.89999962,,,11.39999962,2.75,1,,,,,,,,,,,,,,,
31248,Amphibole,EMP,41.90000153,2.599999905,11.10000038,,,10.39999962,0.129999995,14.80000019,,,11.5,2.799999952,0.800000012,,,,,,,,,,,,,,,
31249,Amphibole,EMP,42.09999847,2.400000095,10.69999981,,,8.600000381,0.109999999,17,,,11.69999981,2.680000067,0.930000007,,,,,,,,,,,,,,,
31250,Amphibole,EMP,41.5,2.799999952,10.89999962,,,9.800000191,0.129999995,15.39999962,,,11.5,2.700000048,1,,,,,,,,,,,,,,,
31251,Amphibole,EMP,41.70000076,2.900000095,11.30000019,,,9.5,0.119999997,15.5,,,11.5,2.779999971,0.99000001,,,,,,,,,,,,,,,
31252,Amphibole,EMP,41.20000076,3.200000048,11.30000019,,,9.100000381,0.100000001,15.5,,,11.60000038,2.710000038,1.059999943,,,,,,,,,,,,,,,
31253,Amphibole,EMP,40.5,3.700000048,11.69999981,,,9,0.090000004,15.19999981,,,12.10000038,2.549999952,1.090000033,,,,,,,,,,,,,,,
31254,Amphibole,EMP,41.20000076,3.099999905,11.19999981,,,9.600000381,0.100000001,15.5,,,11.77000046,2.680000067,1.120000005,,,,,,,,,,,,,,,
31255,Amphibole,EMP,41.40000153,3.299999952,10.89999962,,,9.399999619,0.119999997,15.89999962,,,11.77000046,2.660000086,1.120000005,,,,,,,,,,,,,,,
31256,Amphibole,EMP,40.79999924,3.700000048,11.19999981,,,9.399999619,0.119999997,15.36999989,,,11.68000031,2.680000067,1.080000043,,,,,,,,,,,,,,,
31257,Amphibole,EMP,41.20000076,4.099999905,11.39999962,,,9.100000381,0.119999997,15.30000019,,,11.36999989,2.839999914,0.920000017,,,,,,,,,,,,,,,
31258,Amphibole,EMP,41,3.950000048,11.5,,,8.699999809,0.119999997,15.60000038,,,11.56000042,2.839999914,0.910000026,,,,,,,,,,,,,,,
31259,Amphibole,EMP,41.70000076,3.200000048,11.10000038,,,9.399999619,0.119999997,15.39999962,,,11.60000038,2.75,1.049999952,,,,,,,,,,,,,,,
31260,Amphibole,EMP,46.45999908,1.74000001,9,2.150000095,0.270000011,5.590000153,0.090000004,18.19000053,,,9.970000267,1.950000048,0.330000013,,,,,,,,,,,,,,,
31261,Amphibole,EMP,43.5,2.819999933,10.85999966,2.50999999,0.370000005,6.159999847,0.090000004,15.84000015,,,11.38000011,2.309999943,0.430000007,,,,,,,,,,,,,,,
31262,Amphibole,EMP,45.02000046,1.980000019,9.399999619,3.24000001,0.079999998,5.170000076,0.100000001,17.20999908,,,11.27000046,2.079999924,0.389999986,,,,,,,,,,,,,,,
31263,Amphibole,EMP,45.45999908,1.360000014,10.64000034,2.359999895,0.059999999,6.039999962,0.100000001,15.69999981,,,9.640000343,1.899999976,0.449999988,,,,,,,,,,,,,,,
31264,Amphibole,EMP,43.84999847,2.390000105,11.10000038,2.529999971,0.159999996,6.360000134,0.129999995,16.11000061,,,11.11999989,2.25999999,0.379999995,,,,,,,,,,,,,,,
31265,Amphibole,"SEM,EMP",46.54000092,1.320000052,3,,,22.25,0.529999971,6.670000076,,,9.449999809,3.160000086,1.019999981,,,,,,,,,,,,,,,
31266,Amphibole,"SEM,EMP",48.29000092,0.790000021,1.399999976,,,33.06999969,0.660000026,0.769999981,,,2.480000019,5.900000095,0.899999976,,,,,,,,,,,,,,,
31267,Amphibole,"SEM,EMP",48.36000061,0.870000005,0.920000017,,,37.40999985,0.790000021,0.660000026,,,1.440000057,6.699999809,0.839999974,,,,,,,,,,,,,,,
31268,Amphibole,"SEM,EMP",49.63000107,0.959999979,0.99000001,,,35.72000122,0.680000007,0.370000005,,,0.790000021,7.789999962,1.070000052,,,,,,,,,,,,,,,
31269,Amphibole,"SEM,EMP",51.27000046,0.829999983,1.74000001,,,30.43000031,0.620000005,0.310000002,,,0.200000003,8.659999847,1.539999962,,,,,,,,,,,,,,,
31270,Amphibole,"SEM,EMP",49.79000092,0.939999998,1.419999957,,,33.63999939,0.50999999,0.529999971,,,0.430000007,7.920000076,1.370000005,,,,,,,,,,,,,,,
31271,Amphibole,"XRD,EMP,SEM",48.34999847,1.080000043,9.100000381,,,10.68999958,0.389999986,16.28000069,,,9.800000191,1.620000005,0.330000013,,,,,,,,,,,,,,,
31272,Amphibole,"XRD,EMP,SEM",47.04000092,1.559999943,7.639999866,,,17.62999916,0.310000002,12.77000046,,,9,1.649999976,0.150000006,,,,,,,,,,,,,,,
31273,Amphibole,"XRD,EMP,SEM",48.97000122,1.49000001,7.119999886,,,13.05000019,0.560000002,14.14999962,,,10.5,1.24000001,0.230000004,,,,,,,,,,,,,,,
31274,Amphibole,"XRD,EMP,SEM",49.00999832,1.230000019,8.850000381,,,13.88000011,0.310000002,12.06000042,,,9,1.639999986,0.389999986,,,,,,,,,,,,,,,
31275,Amphibole,"XRD,EMP,SEM",49.45000076,1.570000052,7.559999943,,,11.31000042,0.479999989,15.15999985,,,10.5,1.460000038,0.219999999,,,,,,,,,,,,,,,
31276,Amphibole,"XRD,EMP,SEM",48.00999832,1.190000057,8.579999924,,,12.44999981,0.379999995,13.85000038,,,9.609999657,1.379999995,0.310000002,,,,,,,,,,,,,,,
31277,Amphibole,"XRD,EMP,SEM",52.56999969,1.470000029,6.889999866,,,12.39000034,0.680000007,15.85999966,,,8.869999886,1.149999976,0.209999993,,,,,,,,,,,,,,,
31278,Amphibole,"XRD,EMP,SEM",46.68000031,1.669999957,9.949999809,,,11.13000011,0.270000011,14.17000008,,,10.43999958,2.089999914,0.400000006,,,,,,,,,,,,,,,
31279,Amphibole,"XRD,EMP,SEM",47.08000183,1.820000052,9.789999962,,,10.43999958,0.300000012,14.52000046,,,10.46000004,2.069999933,0.400000006,,,,,,,,,,,,,,,
31280,Amphibole,"XRD,EMP,SEM",48.77000046,1.769999981,8.909999847,,,10.23999977,0.330000013,14.34000015,,,10.09000015,1.970000029,0.439999998,,,,,,,,,,,,,,,
31281,Amphibole,"XRD,EMP,SEM",45.58000183,1.970000029,9.890000343,,,13.47999954,0.289999992,14.22999954,,,10.39999962,1.99000001,0.239999995,,,,,,,,,,,,,,,
31282,Amphibole,"XRD,EMP,SEM",46.47999954,2.150000095,9.25,,,14.10999966,0.360000014,13.78999996,,,10.18999958,2.119999886,0.310000002,,,,,,,,,,,,,,,
31283,Amphibole,"XRD,EMP,SEM",45.27999878,2.029999971,9.06000042,,,13.98999977,0.200000003,13.5,,,10.90999985,2.170000076,0.379999995,,,,,,,,,,,,,,,
31284,Amphibole,"XRD,EMP,SEM",45.63999939,1.960000038,10.56000042,,,12.43999958,0.219999999,13.85999966,,,10.75,2.200000048,0.370000005,,,,,,,,,,,,,,,
31285,Amphibole,"XRD,EMP,SEM",47.66999817,1.690000057,10.14999962,,,8.170000076,0.300000012,17.31999969,,,10.27000046,2.079999924,0.200000003,,,,,,,,,,,,,,,
31286,Amphibole,"XRD,EMP,SEM",45.74000168,2.25999999,10.06000042,,,13.47999954,0.209999993,13.82999992,,,10.39999962,2.220000029,0.330000013,,,,,,,,,,,,,,,
31287,Amphibole,"XRD,EMP,SEM",45.11999893,2.579999924,9.550000191,,,14.21000004,0.219999999,14.15999985,,,10.92000008,2.160000086,0.330000013,,,,,,,,,,,,,,,
31288,Amphibole,"XRD,EMP,SEM",49.38000107,1.149999976,8.369999886,,,11.43000031,0.430000007,14.57999992,,,9.829999924,1.639999986,0.370000005,,,,,,,,,,,,,,,
31289,Amphibole,"XRD,EMP,SEM",49.45999908,1.220000029,7.920000076,,,12.56000042,0.589999974,16.36000061,,,8.010000229,1.429999948,0.230000004,,,,,,,,,,,,,,,
31290,Amphibole,"XRD,EMP,SEM",47.25,1.019999981,10.48999977,,,12.35000038,0.400000006,13.26000023,,,10.14999962,1.820000052,0.400000006,,,,,,,,,,,,,,,
31291,Amphibole,"XRD,EMP,SEM",49.06999969,0.850000024,9.569999695,,,12.13000011,0.409999996,13.86999989,,,9.649999619,1.659999967,0.460000008,,,,,,,,,,,,,,,
31292,Amphibole,"XRD,EMP,SEM",48.86000061,1.059999943,8.710000038,,,13.96000004,0.519999981,13.76000023,,,8.789999962,1.669999957,0.310000002,,,,,,,,,,,,,,,
31293,Amphibole,EMP,40.75,0.300000012,19.88999939,,,3.809999943,,14.81999969,,,11.25,2.950000048,1.669999957,,,,,,,,,,,,,,,
31294,Amphibole,EMP,51.04999924,2.660000086,16.30999947,,,3.859999895,,14.35999966,,,0.769999981,0.280000001,6.400000095,,,,,,,,,,,,,,,
31295,Amphibole,EMP,43.31999969,0.310000002,20.94000053,,,3.329999924,,16.61000061,,,11.26000023,2.920000076,1.639999986,,,,,,,,,,,,,,,
31296,Amphibole,EMP,46.18000031,1.269999981,9.779999733,,0.039999999,6.260000229,0.449999988,19.32999992,,,11.46000004,1.830000043,0.140000001,,,,,,,,,,,,,,,
31297,Amphibole,EMP,44.88999939,1.549999952,12.72999954,,0.01,11.97000027,0.289999992,12.56000042,,,11.68999958,1.659999967,0.129999995,,,,,,,,,,,,,,,
31298,Amphibole,EMP,40.43999863,3.309999943,14.59000015,,,16.76000023,0.189999998,8.789999962,,,11.22999954,3.529999971,0.189999998,,,,,,,,,,,,,,,
31299,Amphibole,EMP,43.56000137,1.899999976,12.28999996,,0.100000001,11.36999989,0.189999998,14.85999966,,,10.92000008,0.159999996,2.160000086,,,,,,,,,,,,,,,
31300,Amphibole,EMP,43.50999832,2.309999943,14.81999969,,0.02,9.909999847,0.310000002,14.53999996,,,10.09000015,0.100000001,1.970000029,,,,,,,,,,,,,,,
31301,Amphibole,EMP,45.86000061,0.689999998,15.97999954,,0.01,6.769999981,0.01,14.89000034,,,10.52999973,0.059999999,2.440000057,,,,,,,,,,,,,,,
31302,Amphibole,no_info,44.97000122,0.889999986,10.59000015,,,7.119999886,0.25999999,16.54000092,,,11.77999973,1.929999948,0.370000005,,,,,,,,,,,,,,,
31303,Amphibole,no_info,45.66999817,0.99000001,11.35999966,,,6.519999981,0.209999993,15.57999992,,,11.46000004,1.940000057,0.409999996,,,,,,,,,,,,,,,
31304,Amphibole,no_info,46.61999893,1.149999976,9.760000229,,,7.230000019,0.439999998,16.73999977,,,11.26000023,1.830000043,0.310000002,,,,,,,,,,,,,,,
31305,Amphibole,no_info,47.72000122,1.220000029,9.31000042,,,6.309999943,,17.61000061,,,11.39999962,1.720000029,0.340000004,,,,,,,,,,,,,,,
31307,Amphibole,no_info,44.13000107,1.440000057,10.44999981,,,8.390000343,0.289999992,16.31999969,,,11.43999958,2.109999895,0.319999993,,,,,,,,,,,,,,,
31308,Amphibole,no_info,46.16999817,0.829999983,11.90999985,,,6.079999924,0.319999993,17.21999931,,,11.89000034,1.75999999,0.439999998,,,,,,,,,,,,,,,
31309,Amphibole,no_info,46.34999847,0.839999974,11.68999958,,,7.130000114,0.469999999,16.59000015,,,11.47999954,1.559999943,0.479999989,,,,,,,,,,,,,,,
31310,Amphibole,no_info,48.75,0.74000001,11.39000034,,,8.789999962,0.589999974,15.44999981,,,11.47000027,1.610000014,0.620000005,,,,,,,,,,,,,,,
31311,Amphibole,no_info,48.43999863,0.939999998,13.55000019,,,8.029999733,0.25,15.27999973,,,11.72999954,2.299999952,0.49000001,,,,,,,,,,,,,,,
31312,Amphibole,no_info,46.15999985,0.829999983,13.39999962,,,11.02999973,0.25,13.9442997,,,11.35999966,2.210000038,0.430000007,,,,,,,,,,,,,,,
31313,Amphibole,no_info,44.00999832,0.949999988,12.18999958,,,10.36999989,0.389999986,14.56000042,,,11.01000023,1.909999967,0.430000007,,,,,,,,,,,,,,,
31314,Amphibole,no_info,48.25999832,1.139999986,10.18000031,,,5.510000229,0.300000012,17.38999939,,,11.64000034,1.870000005,0.379999995,,,,,,,,,,,,,,,
31315,Amphibole,no_info,44.25999832,0.949999988,11.19999981,,,8.880000114,0.400000006,14.52999973,,,10.14000034,2.089999914,0.779999971,,,,,,,,,,,,,,,
31316,Amphibole,no_info,43.77000046,1,12.59000015,,,7.809999943,0.200000003,16.45999908,,,11.77999973,2.289999962,0.389999986,,,,,,,,,,,,,,,
31317,Amphibole,no_info,45.36999893,1.120000005,12.57999992,,,9.539999962,0.239999995,15.56000042,,,11.14999962,2.119999886,0.439999998,,,,,,,,,,,,,,,
31318,Amphibole,no_info,44.86000061,0.939999998,10.57999992,,,7.710000038,0.379999995,17.34000015,,,10.92000008,1.74000001,0.370000005,,,,,,,,,,,,,,,
31319,Amphibole,no_info,44.04999924,0.730000019,10.98999977,,,8.069999695,0.170000002,16.86000061,,,11.88000011,2.089999914,0.409999996,,,,,,,,,,,,,,,
31320,Amphibole,no_info,45.06999969,0.949999988,11.81000042,,,9.529999733,0.239999995,15.64999962,,,11.47000027,2.150000095,0.439999998,,,,,,,,,,,,,,,
31321,Amphibole,no_info,45.56000137,0.949999988,12.60000038,,,10.26000023,0.280000001,14.85999966,,,10.71000004,2.279999971,0.379999995,,,,,,,,,,,,,,,
31322,Amphibole,no_info,44.83000183,0.839999974,11.22000027,,,7.28000021,0.189999998,17.69000053,,,11.42000008,2.180000067,0.389999986,,,,,,,,,,,,,,,
31323,Amphibole,no_info,44.61999893,1.110000014,12.47000027,,,8.449999809,0.25999999,16.34000015,,,10.93999958,2.279999971,0.370000005,,,,,,,,,,,,,,,
31324,Amphibole,no_info,46.79999924,0.860000014,11.69999981,,,5.690000057,0.090000004,17.5,,,9.779999733,2.640000105,0.469999999,,,,,,,,,,,,,,,
31325,Amphibole,no_info,50.70000076,0.589999974,12.30000019,,,4.929999828,0.170000002,16.10000038,,,7.550000191,2.50999999,0.699999988,,,,,,,,,,,,,,,
31326,Amphibole,no_info,46.09999847,0.699999988,12.89999962,,,5.809999943,0.159999996,17,,,9.909999847,2.670000076,0.439999998,,,,,,,,,,,,,,,
31327,Amphibole,no_info,46.09999847,0.270000011,13.10000038,,,6.639999866,0.140000001,16.70000076,,,9.470000267,2.960000038,0.519999981,,,,,,,,,,,,,,,
31328,Amphibole,no_info,47.29999924,0.629999995,11.5,,,5.739999771,0.109999999,19.70000076,,,8.369999886,2.539999962,0.469999999,,,,,,,,,,,,,,,
31329,Amphibole,no_info,45.5,0.560000002,12.69999981,,,6.920000076,0.100000001,17.79999924,,,10.10000038,2.910000086,0.469999999,,,,,,,,,,,,,,,
31330,Amphibole,no_info,44.79999924,0.660000026,12.19999981,,,6.21999979,0.100000001,18,,,10.60000038,2.400000095,0.379999995,,,,,,,,,,,,,,,
31331,Amphibole,no_info,47.15000153,0.910000026,10.64000034,,,6.489999771,0.109999999,17.15999985,,,10.72000027,2.170000076,0.340000004,,,,,,,,,,,,,,,
31332,Amphibole,no_info,47.86000061,0.720000029,9.760000229,,,5.559999943,0.01,18.79999924,,,10.01000023,2.529999971,0.360000014,,,,,,,,,,,,,,,
31333,Amphibole,no_info,45.61999893,0.479999989,11.69999981,,,5.889999866,,18.55999947,,,10.76000023,2.539999962,0.479999989,,,,,,,,,,,,,,,
31334,Amphibole,no_info,47.41999817,0.860000014,10.73999977,,,5.53000021,0.180000007,17.28000069,,,10.88000011,2.329999924,0.379999995,,,,,,,,,,,,,,,
31335,Amphibole,no_info,44.20000076,0.589999974,12.19999981,,,6.429999828,0.090000004,17.60000038,,,10.5,3.049999952,0.569999993,,,,,,,,,,,,,,,
31336,Amphibole,no_info,44.59999847,0.709999979,11.69999981,,,6.679999828,0.050000001,17.79999924,,,10.5,2.630000114,0.660000026,,,,,,,,,,,,,,,
31337,Amphibole,no_info,44.20000076,0.620000005,12.10000038,,,6.929999828,0.059999999,17.79999924,,,10.19999981,3.130000114,0.569999993,,,,,,,,,,,,,,,
31338,Amphibole,no_info,44.90000153,0.50999999,11.39999962,,,6.409999847,0.079999998,18.60000038,,,10.10000038,3.140000105,0.540000021,,,,,,,,,,,,,,,
31339,Amphibole,no_info,43.59999847,0.579999983,12.30000019,,,6.809999943,0.189999998,17.79999924,,,10.89999962,2.680000067,0.550000012,,,,,,,,,,,,,,,
31340,Amphibole,no_info,44.09999847,0.569999993,12.10000038,,,6.340000153,0.150000006,18,,,10.80000019,2.75,0.540000021,,,,,,,,,,,,,,,
31341,Amphibole,no_info,44,0.949999988,11.60000038,,,7.869999886,0.119999997,17,,,10.80000019,2.720000029,0.529999971,,,,,,,,,,,,,,,
31342,Amphibole,no_info,43.70000076,0.829999983,12.19999981,,,7.079999924,0.109999999,18,,,11,2.619999886,0.49000001,,,,,,,,,,,,,,,
31343,Amphibole,no_info,43.79999924,0.529999971,12.60000038,,,7.050000191,0.180000007,18.10000038,,,10.69999981,2.640000105,0.49000001,,,,,,,,,,,,,,,
31344,Amphibole,no_info,44.79999924,0.439999998,11.69999981,,,6.46999979,0.079999998,19.89999962,,,10.10000038,2.480000019,0.49000001,,,,,,,,,,,,,,,
31345,Amphibole,no_info,45.09999847,0.800000012,11.10000038,,,4.590000153,,18.5,,,11,2.539999962,0.629999995,,,,,,,,,,,,,,,
31346,Amphibole,no_info,46,0.860000014,10.5,,,4.909999847,0.119999997,17.79999924,,,11.89999962,2.410000086,0.519999981,,,,,,,,,,,,,,,
31347,Amphibole,no_info,45.59999847,1.049999952,11.10000038,,,6.179999828,0.129999995,18.10000038,,,10.80000019,2.710000038,0.560000002,,,,,,,,,,,,,,,
31348,Amphibole,no_info,46.20000076,1.120000005,11,,,5.190000057,,18.39999962,,,11.19999981,2.700000048,0.610000014,,,,,,,,,,,,,,,
31349,Amphibole,"EMP,SEM",44.00999832,0.74000001,17.62999916,,,15.64000034,0.639999986,7.179999828,,,6.75,3.059999943,0.589999974,0.02,,,,,,,,,,,,,,
31350,Amphibole,"EMP,SEM",42.56000137,0.800000012,19.23999977,,,16.22999954,0.680000007,7.309999943,,,6.519999981,2.940000057,0.620000005,0.129999995,,,,,,,,,,,,,,
31351,Amphibole,"EMP,SEM",41.00999832,0.660000026,19.96999931,,,20.29999924,0.800000012,5.96999979,,,6.900000095,1.99000001,0.379999995,0.170000002,,,,,,,,,,,,,,
31352,Amphibole,"EMP,SEM",36.88000107,0.579999983,20.27000046,,,24.03000069,1.299999952,5.21999979,,,7.929999828,,0.119999997,1.100000024,,,,,,,,,,,,,,
31353,Amphibole,"EMP,SEM",38.5,0.629999995,22.54999924,,,23.23999977,0.899999976,7.46999979,,,4,0.49000001,0.25,0.600000024,,,,,,,,,,,,,,
31354,Amphibole,"EMP,SEM",42.54000092,0.860000014,20.32999992,,,16.97999954,0.680000007,7.139999866,,,6.289999962,1.129999995,0.550000012,0.140000001,,,,,,,,,,,,,,
31355,Amphibole,"EMP,SEM",44.84999847,0.850000024,19.97999954,,,17.72999954,0.460000008,8.359999657,,,3.859999895,0.720000029,0.860000014,0.200000003,,,,,,,,,,,,,,
31356,Amphibole,EMP,40.22999954,4.25,14.35000038,,0.090000004,11.53999996,0.150000006,13.02000046,,,11.90999985,2.309999943,0.810000002,,,,,,,,,,,,,,,
31357,Amphibole,"EMP,SEM",48,1.200000048,8.600000381,,,12.5,,13.89999962,,,9.600000381,1.399999976,0.300000012,,,,,,,,,,,,,,,
31358,Amphibole,"EMP,SEM",45.59999847,1.899999976,10.60000038,,,12.39999962,,13.89999962,,,10.80000019,2.200000048,0.400000006,,,,,,,,,,,,,,,
31363,Amphibole,"EMP,SEM",46.20000076,0.800000012,11.89999962,,,6.099999905,,17.20000076,,,11.89999962,1.799999952,0.400000006,,,,,,,,,,,,,,,
31367,Amphibole,no_info,44.70000076,1.700000048,11.80000019,,,8.399999619,,15.30000019,,,12,2.200000048,0.200000003,,,,,,,,,,,,,,,
31368,Amphibole,no_info,46.59999847,1.700000048,9.600000381,,,10.10000038,,16,,,11,1.600000024,0.100000001,,,,,,,,,,,,,,,
31369,Amphibole,no_info,42.70000076,1,12.80000019,,,7.699999809,,16.5,,,11.5,2,0.200000003,,,,,,,,,,,,,,,
31370,Amphibole,no_info,42,0.600000024,12.30000019,,,7.900000095,,16.10000038,,,11.19999981,2,0.200000003,,,,,,,,,,,,,,,
31371,Amphibole,no_info,44.90000153,1.100000024,12.39999962,,,8.699999809,,16.5,,,11.60000038,2,0.200000003,,,,,,,,,,,,,,,
31372,Amphibole,EMP,44.45000076,1.690000057,10.27000046,,0.029999999,16.20999908,0.310000002,12.48999977,,,10.92000008,1.730000019,0.230000004,,,,,,,,,,,,,,,
31373,Amphibole,EMP,45.52999878,1.769999981,9.409999847,,,14.86999989,0.439999998,12.86999989,,,11.80000019,1.559999943,0.170000002,,,,,,,,,,,,,,,
31374,Amphibole,EMP,44.68999863,1.730000019,9.869999886,,,15.92000008,0.330000013,13.18999958,,,10.93000031,1.659999967,0.180000007,,,,,,,,,,,,,,,
31375,Amphibole,EMP,44.72000122,1.769999981,9.029999733,,0.039999999,15.81999969,0.330000013,12.72000027,,,10.51000023,1.649999976,0.129999995,,,,,,,,,,,,,,,
31376,Amphibole,EMP,46.79000092,1.039999962,7.699999809,,0.01,15.88000011,0.569999993,14.21000004,,,10.34000015,1.200000048,0.119999997,,,,,,,,,,,,,,,
31377,Amphibole,EMP,46.88000107,1.460000038,7.960000038,,0.02,16.09000015,0.529999971,13.43000031,,,10.52999973,1.399999976,0.189999998,,,,,,,,,,,,,,,
31378,Amphibole,EMP,47.49000168,1.379999995,6.960000038,,0.029999999,15.18999958,0.579999983,14.27999973,,,11.14000034,1.279999971,0.150000006,,,,,,,,,,,,,,,
31379,Amphibole,no_info,47.79999924,1.720000029,7.550000191,,,15.14999962,0.419999987,14.11999989,,,9.56000042,1.269999981,0.170000002,,,,,,,,,,,,,,,
31380,Amphibole,no_info,48.11000061,1.090000033,6.53000021,,,14.5,,15.85999966,,,9.270000458,1.090000033,0.119999997,,,,,,,,,,,,,,,
31381,Amphibole,no_info,47.45000076,1.370000005,6.920000076,,,14.57999992,1.370000005,13.75,,,10.85999966,1.320000052,0.159999996,,,,,,,,,,,,,,,
31382,Amphibole,EMP,42.40000153,1.700000048,15.69999981,,0.200000003,8.800000191,0.039999999,15,,,10.19999981,2.980000019,0.289999992,,,,,,,,,,,,,,,
31383,Amphibole,EMP,41.79999924,1.220000029,16.39999962,,0.270000011,9.199999809,0.140000001,14.80000019,,,10.5,2.75999999,0.280000001,,,,,,,,,,,,,,,
31384,Amphibole,EMP,47.08000183,1.309999943,9.239999771,,,13.89999962,0.449999988,13.22000027,,,10.13000011,1.75,0.219999999,,,,,,,,,,,,,,,
31387,Amphibole,EMP,42.59999847,1.00999999,12.46000004,,,17.94000053,0.409999996,11.17000008,,,9.010000229,1.659999967,0.25999999,,,,,,,,,,,,,,,
31388,Amphibole,EMP,42.79999924,3.069999933,12.39999962,,0.920000017,8.850000381,0.129999995,15,,,11.5,2.75,0.219999999,,,,,,,,,,,,,,,
31389,Amphibole,EMP,45.20000076,0.709999979,12.39999962,,0.25,7.900000095,0.090000004,17,,,11.10000038,2.069999933,0.209999993,,,,,,,,,,,,,,,
31390,Amphibole,EMP,44.40000153,0.699999988,12.89999962,,0.119999997,8.199999809,0.100000001,16.5,,,11.30000019,2.339999914,0.25,,,,,,,,,,,,,,,
31391,Amphibole,EMP,41.90000153,1.75,12.89999962,,,12.19999981,0.219999999,13.39999962,,,11.5,2.150000095,0.330000013,,,,,,,,,,,,,,,
31392,Amphibole,EMP,42,2.650000095,12.19999981,,,15,0.310000002,12.19999981,,,10.69999981,2.309999943,0.370000005,,,,,,,,,,,,,,,
31393,Amphibole,EMP,42.79999924,2.319999933,13.10000038,,,11.5,0.180000007,13.60000038,,,10.80000019,2.329999924,0.379999995,,,,,,,,,,,,,,,
31394,Amphibole,EMP,42.59999847,1.850000024,13.19999981,,,12.5,0.280000001,13.60000038,,,11.30000019,2.140000105,0.349999994,,,,,,,,,,,,,,,
31395,Amphibole,EMP,43.79999924,1.870000005,11.89999962,,,12.19999981,0.140000001,14.10000038,,,11.19999981,2.170000076,0.330000013,,,,,,,,,,,,,,,
31396,Amphibole,EMP,43,2.00999999,12.89999962,,,11.5,0.159999996,14.80000019,,,11.19999981,2.220000029,0.319999993,,,,,,,,,,,,,,,
31397,Amphibole,EMP,39.09999847,2.849999905,10.31000042,,,21.09000015,2.809999943,5.179999828,,,10.44999981,2.930000067,1.75,,,,,,,,,,,,,,,
31407,Amphibole,EMP,46.40000153,1.389999986,10.60000038,,,8.100000381,,17.39999962,,,11.42000008,2,0.379999995,,,,,,,,,,,,,,,
31408,Amphibole,EMP,45.59999847,1.320000052,10.30000019,,,7.880000114,,17.29999924,,,11.31999969,2.099999905,0.389999986,,,,,,,,,,,,,,,
31409,Amphibole,EMP,44.59999847,1.679999948,12.19999981,,,9.960000038,,15.60000038,,,11.17000008,2.099999905,0.370000005,,,,,,,,,,,,,,,
31410,Amphibole,EMP,44.90000153,1.669999957,12,,,9.31000042,,16,,,11.26000023,2.099999905,0.389999986,,,,,,,,,,,,,,,
31411,Amphibole,EMP,45.40000153,1.49000001,10.19999981,,,7.619999886,,17.10000038,,,11.23999977,2.099999905,0.400000006,,,,,,,,,,,,,,,
31412,Amphibole,EMP,45.5,2.109999895,10.30000019,,,10.53999996,,16,,,11.23999977,1.899999976,0.379999995,,,,,,,,,,,,,,,
